topic,placeId,placeName,placeType,fips,region,date,body,confidence,sourceType,vendors,matchedTerms,tags,excerpt,sourceUrl
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-01-15,Board of Appeals,high,ocr,,variance,variance,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1826,plainText=false)"
land-use,barrow,Barrow County,county,13013,Broader Metropolitan Statistical Area,2026-01-15,Planning Commission,high,granicus,,future land use; rezon; subdivision; variance,comprehensive-plan; development; rezoning; variance,… division . b) BOC2025-00019 (XX054 037A) 0 Tanners Bridge Rd; Bob Yang / Applicant; Shu Nu Hsiao / Owner. Request for a Future Land Use Map amendment from Suburban Residential to 316 Innovation to rezone ± 14.32 acres from AG (Agriculture) to C-3 (Intense …,https://barrowga.granicus.com/AgendaViewer.php?view_id=1&clip_id=1076
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-01-13,Board of Commissioners,high,ocr,,rezon,rezoning,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2900,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-01-13,Board of Commissioners,high,ocr,,annex; comprehensive plan; conditional use; rezon; subdivision,annexation; comprehensive-plan; development; rezoning; special-land-use,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-4189637425934be3a566c8d8e039b9ee.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-01-12,City Council,high,ocr,,annex,annexation,,https://legistar3.granicus.com/Columbus/meetings/2026/1/6138_A_Columbus_City_Council_26-01-12_Agenda.pdf
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2026-01-08,Zoning Advisory Board,high,ocr,,conditional use; multifamily; rezon; townhome,development; rezoning; special-land-use,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2381,plainText=false)"
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-01-08,Board of Commissioners,high,ocr,,conditional use; rezon; subdivision; variance; warehouse,development; rezoning; special-land-use; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2885,plainText=false)"
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2026-01-06,Board of Commissioners,high,ocr,,annex,annexation,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2402,plainText=false)"
land-use,coweta,Coweta County,county,13077,,2026-01-06,Board of Commissioners,high,ocr,,annex,annexation,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3142,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-01-06,Board of Commissioners,high,ocr,,multifamily,development,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3339,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-01-06,Board of Commissioners,high,ocr,,multifamily,development,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3337,plainText=false)"
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2025-12-18,Board of Commissioners,high,ocr,,annex; conditional use; rezon; variance; warehouse,annexation; development; rezoning; special-land-use; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2873,plainText=false)"
land-use,coweta,Coweta County,county,13077,,2025-12-18,Board of Zoning Appeals,high,ocr,,variance,variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3056,plainText=false)"
land-use,barrow,Barrow County,county,13013,Broader Metropolitan Statistical Area,2025-12-18,Planning Commission,high,granicus,,rezon; subdivision; variance,development; rezoning; variance,… LLC / Owner; Request to rezone ± 11.43 acres from AG (Agriculture) to R-1 (Low Density Single Family) for a 5-lot minor subdivision. d) BOC2025-00030 (XX108 038) 0 Clacktown Rd; Will Warbington /Applicant; The Fuller Family Trust / Owner; Request to r …,https://barrowga.granicus.com/AgendaViewer.php?view_id=1&clip_id=1069
land-use,coweta,Coweta County,county,13077,,2025-12-16,Board of Commissioners,high,ocr,,rezon; subdivision; variance,development; rezoning; variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3070,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2025-12-16,Board of Commissioners,high,ocr,,apartment; multi-family; multifamily; subdivision; variance,development; variance,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3305,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2025-12-16,Board of Commissioners,high,ocr,,apartment; multi-family; multifamily; subdivision; variance,development; variance,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3307,plainText=false)"
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2025-12-15,City Council,high,ocr,,annex,annexation,,https://legistar3.granicus.com/Columbus/meetings/2025/12/6137_A_Columbus_City_Council_25-12-15_Agenda.pdf
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2025-12-11,Board of Appeals,high,ocr,,variance,variance,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1793,plainText=false)"
land-use,barrow,Barrow County,county,13013,Broader Metropolitan Statistical Area,2025-12-11,Board of Appeals,high,granicus,,variance,variance,… c Hearing Procedures V. Public Hearings a) VAR2025-00052 (XX003 031) 1602 Thomas Dr; Mark Headrick / Applicant & Owner; Variance request to 89-218 on accessory uses to dwelling to allow for a 30x60 accessory unit to be rebuilt. b) VAR2025-00054 (XX …,https://barrowga.granicus.com/AgendaViewer.php?view_id=1&clip_id=1068
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2025-12-09,Board of Commissioners Work Session,high,ocr,,subdivision,development,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-e7c0e47f42b04956888e6fdff547cbc9.pdf
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2025-12-09,Board of Commissioners Board Meeting,high,ocr,,rezon; subdivision; variance,development; rezoning; variance,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-8daccd1352f0414bb4b8ce45493ad862.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2025-12-09,Board of Commissioners,high,ocr,,annex; variance; warehouse,annexation; development; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2861,plainText=false)"
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2025-12-04,Board of Commissioners,high,ocr,,conditional use; rezon; subdivision; variance; warehouse,development; rezoning; special-land-use; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2850,plainText=false)"
land-use,coweta,Coweta County,county,13077,,2025-12-04,Board of Commissioners,high,ocr,,rezon; subdivision,development; rezoning,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3036,plainText=false)"
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2025-12-02,Board of Commissioners,high,ocr,,annex; subdivision,annexation; development,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2372,plainText=false)"
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2025-12-02,Board of Commissioners,high,ocr,,rezon,rezoning,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1824,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2025-12-02,Board of Commissioners,high,ocr,,subdivision,development,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3288,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2025-12-02,Board of Commissioners,high,ocr,,subdivision,development,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3286,plainText=false)"
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2025-11-25,Board of Commissioners,high,ocr,,rezon; warehouse,development; rezoning,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2843,plainText=false)"
land-use,coweta,Coweta County,county,13077,,2025-11-20,Board of Zoning Appeals,high,ocr,,subdivision; variance,development; variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3006,plainText=false)"
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2025-11-18,City Council,high,ocr,,annex; future land use; rezon,annexation; comprehensive-plan; rezoning,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2105&Inline=True
land-use,coweta,Coweta County,county,13077,,2025-11-18,Board of Commissioners,high,ocr,,annex; variance,annexation; variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3023,plainText=false)"
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2025-11-18,Planning & Zoning,high,ocr,,rezon,rezoning,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1782,plainText=false)"
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2025-11-13,Zoning Advisory Board,high,ocr,,conditional use; multifamily; rezon; townhome; variance,development; rezoning; special-land-use; variance,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2362,plainText=false)"
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2025-11-11,Board of Commissioners Board Meeting,high,ocr,,rezon; warehouse,development; rezoning,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-df5046ae7800459fa5bf759304b4b2fa.pdf
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2025-11-06,City Council,high,ocr,,annex; future land use; rezon,annexation; comprehensive-plan; rezoning,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2101&Inline=True
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2025-11-06,Board of Appeals,high,ocr,,variance,variance,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1753,plainText=false)"
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2025-11-04,Board of Commissioners,high,ocr,,apartment; comprehensive plan; future land use; multi-family; multifamily; rezon; subdivision,comprehensive-plan; development; rezoning,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2346,plainText=false)"
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2025-11-04,Board of Commissioners,high,ocr,,annex; conditional use,annexation; special-land-use,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2355,plainText=false)"
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2025-11-04,Board of Commissioners,high,ocr,,conditional use; rezon,rezoning; special-land-use,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1785,plainText=false)"
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2025-10-28,Planning Commission,high,ocr,,annex; future land use; rezon,annexation; comprehensive-plan; rezoning,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2093&Inline=True
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2025-10-28,Board of Commissioners Work Session,high,ocr,,warehouse,development,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-5aa74f51c93248e7ad848c1e1a7e6235.pdf
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2025-10-28,Board of Commissioners Board Meeting,high,ocr,,warehouse,development,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-57ad2d51a13b4b7191ec440cd6412ca0.pdf
land-use,chatham,Chatham County,county,13051,Coastal Georgia,2025-10-24,Board of Commissioners,high,ocr,,annex; rezon; subdivision,annexation; development; rezoning,,https://chathamcountyga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1723&Inline=True
land-use,coweta,Coweta County,county,13077,,2025-10-23,Board of Zoning Appeals,high,ocr,,variance,variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2956,plainText=false)"
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2025-10-21,Board of Commissioners,high,ocr,,annex; rezon; subdivision,annexation; development; rezoning,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2373,plainText=false)"
land-use,coweta,Coweta County,county,13077,,2025-10-21,Board of Commissioners,high,ocr,,conditional use; rezon; variance,rezoning; special-land-use; variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2962,plainText=false)"
land-use,covington,City of Covington,city,,Broader Metropolitan Statistical Area,2025-10-20,City Council,high,ocr,,mixed-use; rezon,development; rezoning,,https://cityofcovington.org/ckeditorfiles/files/2025_CityCouncil_1020_Minutes.pdf
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2025-10-14,Board of Commissioners Board Meeting,high,ocr,,rezon,rezoning,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-636df2b77f5c4521bd3370c49b9e62b3.pdf
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2025-10-14,Board of Commissioners,high,ocr,,subdivision,development,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3195,plainText=false)"
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2025-10-07,Board of Commissioners,high,ocr,,subdivision,development,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2326,plainText=false)"
land-use,chatham,Chatham County,county,13051,Coastal Georgia,2025-10-03,Board of Commissioners,high,ocr,,comprehensive plan; variance,comprehensive-plan; variance,,https://chathamcountyga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1710&Inline=True
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2025-10-02,City Council,high,ocr,,annex; future land use; rezon,annexation; comprehensive-plan; rezoning,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2094&Inline=True
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2025-09-23,Planning Commission,high,ocr,,annex; future land use; rezon,annexation; comprehensive-plan; rezoning,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2092&Inline=True
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2025-09-23,Board of Commissioners,high,ocr,,comprehensive plan; future land use; mixed use; multifamily; rezon; subdivision; townhome,comprehensive-plan; development; rezoning,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2323,plainText=false)"
land-use,covington,City of Covington,city,,Broader Metropolitan Statistical Area,2025-09-15,City Council,high,ocr,,future land use; rezon; subdivision,comprehensive-plan; development; rezoning,,https://cityofcovington.org/ckeditorfiles/files/2025_CityCouncil_0915_Minutes.pdf
